id,job_title,location,connection,job_title_lemmatized,has_hr,word2vec_embeddings,sentence_embeddings,word2vec_max_similarity,glove_embeddings,glove_max_similarity,sentence_max_similarity,seniority_score,similarity_cluster,experience_score,country,city,region,connection_score
1,2019 C.T. Bauer College of Business Graduate (Magna Cum Laude) and aspiring Human Resources professional,"Houston, Texas",85,2019 c t   bauer college business graduate   magna cum laude   aspire human resource professional,1,"[[-0.20800781  0.03417969  0.02575684 ...  0.09570312 -0.046875
   0.23730469]
 [-0.33789062  0.19824219 -0.296875   ... -0.15917969  0.03417969
   0.09179688]
 [-0.05249023  0.06396484 -0.07128906 ... -0.01037598 -0.12402344
   0.05541992]
 ...
 [ 0.0559082   0.09228516  0.10791016 ... -0.07128906  0.16210938
   0.09130859]
 [-0.00946045 -0.19726562  0.19628906 ... -0.01367188  0.02026367
   0.06884766]
 [-0.23828125  0.00915527 -0.04345703 ...  0.02453613 -0.21484375
  -0.01672363]]","[-8.36746246e-02  3.46024260e-02 -1.73351355e-02 -1.85928941e-02
 -2.05499548e-02  5.75791672e-02 -4.24133427e-02  3.67893316e-02
  2.46192683e-02  2.86391028e-03 -2.77943369e-02 -5.46490476e-02
 -9.79009047e-02 -5.94613776e-02 -5.54231778e-02  4.79248874e-02
  2.03155186e-02 -6.62929639e-02  3.11810244e-02 -4.83104922e-02
  1.70197599e-02  4.89852540e-02 -6.53173076e-03 -6.49627820e-02
 -3.23421136e-02 -4.19697091e-02 -2.97116730e-02 -3.44334096e-02
  3.42677161e-02  2.93210847e-03  1.42356344e-02  2.08169799e-02
  4.32501137e-02  4.00069952e-02  1.93297528e-02  7.68734366e-02
 -7.61203654e-03  3.24885338e-03  1.44581497e-01  4.04547481e-03
  1.74782588e-03 -1.02142103e-01 -3.75846475e-02  2.52730194e-02
 -2.38490831e-02 -8.05044472e-02  3.60893607e-02 -5.16042821e-02
  2.79432945e-02  2.08494086e-02 -7.87896365e-02 -3.80453132e-02
  4.75909449e-02 -4.88096848e-02  2.83292159e-02  4.29130197e-02
  2.72784196e-02 -2.45469948e-03 -7.14287208e-03 -6.13433011e-02
 -2.44227070e-02 -3.16394493e-02  1.00569315e-02  1.23580471e-02
  8.37976262e-02  1.93163175e-02 -6.35043457e-02 -1.71068544e-03
 -2.75937346e-04 -9.90551189e-02 -1.43252285e-02 -2.81620137e-02
 -3.33508365e-02  2.40909513e-02  5.05131446e-02  5.37731312e-02
  2.76813540e-03  5.59493294e-03  7.10911974e-02  1.89645179e-02
  3.03042252e-02  6.53772876e-02 -3.06641217e-02  1.55869247e-02
 -5.28669208e-02 -2.76383609e-02 -2.29710378e-02  5.17041376e-03
  3.25890374e-03  6.17168397e-02 -5.43811591e-03 -3.26060690e-02
 -8.66626576e-03 -1.43184755e-02 -8.17019269e-02 -1.01828277e-02
 -9.74111706e-02  4.22986671e-02  8.05677846e-03  2.15391964e-02
 -8.27254280e-02  8.60346556e-02 -2.10646242e-02  3.26889008e-02
 -2.21732967e-02 -4.46363073e-03  5.71765266e-02  5.35063213e-03
  8.36936012e-02  1.99746098e-02 -1.82387754e-02 -3.17706615e-02
 -6.17329180e-02 -1.06279366e-02  2.00813264e-02  3.26186940e-02
 -4.37848009e-02  4.96705398e-02  9.47517902e-02 -3.46314572e-02
  5.32574579e-02  4.87582944e-02 -7.15062246e-02 -5.67684732e-02
 -1.46364579e-02 -1.61782518e-01  2.30703503e-02  5.29889784e-33
  1.73421483e-02  7.12258518e-02  4.76213470e-02  7.47122690e-02
 -3.93925905e-02 -5.80769917e-03 -4.58594188e-02 -1.17351413e-02
 -1.74851343e-02  5.39412834e-02 -5.27773090e-02  9.34385583e-02
 -3.65899131e-02  4.37926129e-02 -6.31668866e-02 -5.28349541e-03
 -3.13254334e-02  1.72976293e-02  1.07379165e-02  5.86849526e-02
  3.99959274e-02  2.99735665e-02  6.98679034e-03 -9.21083093e-02
 -2.00893693e-02 -2.97611044e-03  6.71117678e-02  2.80118939e-02
  7.47245997e-02  4.69650514e-02  2.26563532e-02 -1.01323482e-02
 -7.28365406e-02 -7.13253692e-02  4.85996455e-02 -1.69574339e-02
 -1.50379926e-01  2.30422337e-02  3.38048935e-02  2.37142856e-04
 -3.74518335e-02  9.66801122e-02  2.32860241e-02 -3.04511888e-03
 -8.82307719e-03  2.25702804e-02  1.41218483e-01  4.67755646e-02
  1.08568005e-01 -4.15546745e-02 -1.49086816e-02 -7.35080391e-02
  4.89564938e-03 -4.95179482e-02  3.80290039e-02 -4.62729856e-02
 -1.84161775e-02  7.54313394e-02 -3.73565629e-02  4.62503135e-02
  5.83476201e-03  3.58701572e-02 -9.00608078e-02  4.50291745e-02
 -4.24242392e-02 -7.86369666e-02 -8.31205398e-03 -8.79336614e-03
  1.28702447e-01 -1.59466881e-02  2.08414830e-02  2.50829849e-02
  5.91131821e-02 -4.27060910e-02 -6.51322603e-02  1.59746725e-02
  7.30419904e-02 -2.94072591e-02  5.35373539e-02 -7.44775683e-02
 -2.08165776e-02  9.70123056e-03  8.45553502e-02 -7.74580166e-02
  1.90244596e-02  2.27514766e-02  5.08139879e-02 -7.05663254e-03
 -3.38218245e-03  5.60133867e-02  2.37227548e-02 -3.03688198e-02
 -1.79810040e-02  9.40437093e-02 -4.66389172e-02 -6.11591454e-33
  8.33103433e-02 -2.84621306e-02  1.12513565e-02 -6.11212701e-02
  2.04437431e-02  6.65087178e-02  9.49645713e-02  7.48749450e-02
 -6.71908483e-02  6.91749994e-03  1.51563510e-01 -3.24634388e-02
 -1.71862319e-02  3.08002904e-02  5.87737598e-02  1.18007055e-02
  1.49345482e-02 -4.18589339e-02 -1.20698527e-01 -3.76115590e-02
  4.36203405e-02  6.00425415e-02 -9.62182134e-03  3.17673758e-02
 -1.91336609e-02  1.09979762e-02  3.96036617e-02  6.23181053e-02
 -4.55776453e-02  1.58246625e-02  1.60758961e-02  1.63524728e-02
 -7.14530870e-02  3.87563854e-02  9.01212730e-03 -1.80920493e-02
  5.68187311e-02  1.22355530e-02  4.40687984e-02  3.80418934e-02
  7.10918605e-02 -5.23269884e-02 -7.11812079e-02 -3.31830941e-02
  2.31152289e-02 -4.96857725e-02 -4.72429469e-02 -7.70500302e-02
  2.10389029e-02 -3.23086279e-03 -3.09171434e-02 -1.83375012e-02
 -4.35824469e-02 -2.83284225e-02  6.39516115e-02  1.55488811e-02
  6.44499715e-03 -5.28744161e-02  8.71793553e-03 -4.82820906e-04
  1.68251507e-02  7.96774179e-02  1.01045862e-01  1.90955866e-02
  1.80023559e-03 -1.25933178e-02 -4.05279081e-03 -1.61016546e-02
 -7.65960217e-02  1.03821725e-01  3.08501553e-02  1.09911449e-01
 -2.39048824e-02 -1.30314469e-01 -5.38479127e-02  3.37653160e-02
  3.26446705e-02 -8.19647759e-02 -3.42219695e-02 -1.69347487e-02
 -1.16925485e-01  3.16715101e-03 -6.40317947e-02  8.38834569e-02
 -4.54186611e-02  2.61920225e-02  3.26873884e-02 -4.47681583e-02
  1.86828468e-02 -3.51534225e-02 -6.76800907e-02 -4.25028726e-02
  2.30909754e-02 -3.01034451e-02 -3.34016792e-02 -2.56362664e-08
 -3.74602154e-02  5.63582145e-02 -5.33583052e-02  1.97882708e-02
 -6.06318656e-03  1.01785576e-02 -9.27511677e-02 -6.42124042e-02
  2.23370809e-02 -8.28677509e-03 -7.08940113e-03 -5.06066270e-02
 -3.76003198e-02 -6.94709830e-03  2.80051436e-02 -3.16906869e-02
 -9.85758975e-02  3.36915292e-02  2.91126240e-02 -5.55737615e-02
  5.20716682e-02 -1.25697665e-02  3.45330723e-02  1.40976496e-02
  5.48895681e-03  1.50789227e-02 -2.72671469e-02 -1.79120116e-02
  2.45404255e-04  5.69687299e-02  4.40624580e-02 -1.66100580e-02
  1.66604891e-02 -6.22947700e-02  9.66451690e-02  8.92988930e-04
 -1.32883908e-02 -6.01847358e-02 -2.73007117e-02  6.92376718e-02
  3.40140760e-02 -3.16921137e-02 -5.44527024e-02  3.19021232e-02
  8.85616168e-02 -3.01089641e-02 -3.51179056e-02  1.19678847e-01
 -2.68991869e-02  7.06610736e-03  3.75705361e-02  9.43242386e-03
 -1.18475243e-01 -3.16263959e-02 -4.77505429e-03 -3.14340666e-02
  1.40331006e-02 -5.72592877e-02 -1.05158903e-01 -7.31569063e-03
  5.68522178e-02 -1.50138959e-01 -5.52794151e-03 -4.50497754e-02]",0.57264364,"[[-6.1878e-01 -4.9302e-02  3.5098e-01 ... -2.4240e-01 -1.3290e-01
  -7.1206e-02]
 [-2.0929e-01 -9.3205e-02 -1.7452e-01 ... -7.3318e-01 -3.2017e-01
   3.5595e-04]
 [-2.1004e-01 -3.9556e-01 -4.6031e-01 ... -4.4566e-01  6.9391e-01
   1.7159e-01]
 ...
 [ 1.6608e-01  3.1670e-01 -5.8249e-01 ...  2.4013e-01  8.8691e-02
   4.6489e-02]
 [ 4.8943e-03 -2.5257e-02  2.2763e-01 ... -3.9735e-01  1.3452e-01
  -1.8950e-01]
 [ 1.9873e-02  5.7459e-01  4.6072e-01 ... -8.1288e-02  3.1029e-01
  -5.3320e-01]]",0.5592798,0.5326569,0.0,1,0.0,United States,Houston,Texas,0.17
2,Native English Teacher at EPIK (English Program in Korea),Kanada,500+ ,native english teacher epik   english program korea  ,0,"[[ 0.26367188  0.28125    -0.05493164 ... -0.20605469  0.29101562
  -0.14453125]
 [-0.13964844 -0.29296875  0.08007812 ...  0.11425781 -0.03149414
   0.13964844]
 [ 0.26367188 -0.16113281  0.10791016 ...  0.13769531  0.16210938
   0.02587891]
 [-0.13964844 -0.29296875  0.08007812 ...  0.11425781 -0.03149414
   0.13964844]
 [-0.08349609  0.09619141  0.20214844 ... -0.01513672 -0.10205078
  -0.07324219]
 [-0.06591797  0.5078125  -0.03222656 ...  0.03857422 -0.26171875
   0.06347656]]","[-2.04139259e-02  1.74007919e-02  5.13645560e-02 -1.15672173e-02
  1.06404256e-02 -1.65993683e-02  4.30343598e-02  2.50931457e-02
 -6.13601170e-02  8.58347267e-02  4.80216965e-02  3.60429962e-03
  7.06126168e-03 -5.27646504e-02  2.05145031e-02  6.11968338e-03
 -3.10883038e-02  4.41583917e-02  2.92546116e-02 -1.22094326e-01
  2.83330102e-02 -3.08495685e-02  6.45579249e-02  1.56652685e-02
  2.05640774e-02  1.90861840e-02  1.00043267e-01 -1.58669893e-02
  2.96831168e-02 -6.64246678e-02 -5.02750352e-02 -1.91461463e-02
  4.58868556e-02  5.60572110e-02  1.05162049e-02  1.09661102e-01
 -2.47329026e-02 -3.05886529e-02 -9.43606496e-02  1.16247274e-02
 -1.21170491e-01 -2.73693167e-02  6.40726015e-02 -5.40178493e-02
  9.02697220e-02 -7.43518397e-02 -8.15932229e-02 -7.91509449e-02
 -3.03729307e-02  2.53832876e-03  6.59108907e-02 -8.55450705e-02
 -3.61987539e-02 -2.27507092e-02 -5.81661426e-03  3.60827185e-02
 -1.12136640e-02  8.69865194e-02  1.31207670e-03 -1.30471131e-02
 -3.97504494e-02 -2.55680364e-02 -1.11768603e-01  5.21323308e-02
  2.35083941e-02  3.16489898e-02  1.74035039e-02  3.77124958e-02
 -2.91635725e-03 -4.00745943e-02 -5.55580035e-02  5.71271665e-02
  6.40056804e-02  9.52371880e-02 -4.45826128e-02  1.42197618e-02
  2.84885410e-02  1.42645705e-02 -2.42057396e-03 -2.25702487e-02
  5.24878222e-03 -4.83264821e-03  1.20856203e-02 -2.78931279e-02
 -1.14958417e-02 -1.57980807e-02 -7.11518601e-02  1.46045787e-02
  6.76133037e-02  1.17318816e-02  1.03312381e-01 -7.77952047e-03
 -1.81968715e-02  7.87572712e-02 -1.62482727e-02  2.76089143e-02
 -7.04589635e-02 -1.86687466e-02 -1.53718032e-02  5.39579168e-02
 -2.36770455e-02  8.62178057e-02  5.11252321e-02 -2.22517643e-02
 -7.53223523e-02 -5.85579239e-02  2.81572286e-02 -1.73682440e-02
  8.58715549e-03 -2.14780178e-02 -1.42103424e-02 -8.37929994e-02
 -3.52677219e-02  5.44271991e-02  6.61304593e-02 -1.42825432e-02
  4.13048454e-02 -2.62490716e-02  4.11893092e-02  8.01007636e-03
 -2.11989414e-03  6.37590885e-02 -5.45814261e-02 -1.02599442e-01
 -2.58323625e-02 -4.62179035e-02  5.09538315e-02  1.83236757e-33
  1.11294262e-01  7.08147436e-02 -1.90281887e-02 -7.51878247e-02
 -3.26273814e-02  2.58277934e-02  8.18959251e-02  4.74706385e-03
 -3.26836035e-02 -9.92780104e-02  2.47462504e-02  3.10046766e-02
 -1.95429171e-03 -2.07088385e-02 -1.17068412e-02  1.85062375e-03
 -6.02357723e-02  1.08042985e-01 -3.91339101e-02  7.34203309e-02
  1.62507724e-02 -3.38930800e-03 -9.06221289e-03 -7.68832415e-02
 -3.71789187e-02  2.56918818e-02  4.76807915e-02 -7.89531991e-02
  6.95532337e-02  3.55882719e-02 -1.65061858e-02 -1.84578374e-02
 -5.48221879e-02  2.18950156e-02 -7.05441413e-03 -3.69889215e-02
  5.19278571e-02  1.18206888e-02  1.60719473e-02 -6.92312494e-02
  3.29525247e-02 -2.52258033e-02  1.76758673e-02  6.11236654e-02
  4.98824492e-02 -5.43573983e-02  3.38695780e-03  2.66629867e-02
  8.23798552e-02 -6.71322197e-02 -1.35238599e-02 -6.15820400e-02
 -7.57274181e-02 -5.75416870e-02  6.24729991e-02  3.63152698e-02
  6.68110847e-02  4.93555367e-02  3.00540719e-02 -3.24430950e-02
  5.11632785e-02  1.42187506e-01  4.81523573e-02  2.48629767e-02
  3.28635536e-02 -8.51084068e-02 -6.78711012e-02 -9.66720060e-02
  3.42956074e-02 -8.02117437e-02 -5.33333123e-02 -8.42177346e-02
  1.62989851e-02  3.46389762e-03 -7.47942030e-02 -3.94479260e-02
 -2.77142469e-02 -3.07391677e-02 -1.90432593e-02  6.05975874e-02
 -6.30215779e-02 -8.46622512e-02  1.75432190e-02 -2.19764579e-02
  4.78970259e-02 -1.79298259e-02 -3.94770950e-02 -1.56146530e-02
  1.10123046e-01  2.94056088e-02  4.99046855e-02  8.21156986e-03
 -3.48207764e-02  2.42849756e-02  2.62210276e-02 -2.23599725e-33
  1.94079205e-02  3.94822173e-02 -1.17949806e-02  5.27197458e-02
  3.54508571e-02  7.54040480e-02  9.93401408e-02  1.14191175e-01
  6.37865588e-02 -1.97624303e-02 -2.19062995e-02 -3.69327851e-02
  8.18943158e-02  1.10821594e-02  6.13004752e-02 -6.12161532e-02
  3.66633199e-02  1.01043619e-01  3.34892496e-02  2.58646049e-02
 -3.19716558e-02  1.05343135e-02 -6.00567088e-02  5.64842261e-02
  2.36235373e-02 -9.74401273e-03  2.21490338e-02  3.20454463e-02
 -1.43098444e-01  3.00382599e-02  9.75140035e-02 -7.57476166e-02
 -6.16419725e-02  1.21128783e-01 -6.80691898e-02 -4.13583182e-02
  5.26073808e-03 -7.56341917e-03 -5.86570241e-02 -1.47287687e-02
  2.68863644e-02 -7.89450556e-02 -3.38496156e-02 -1.35433981e-02
  1.38912909e-02 -1.10465437e-02 -2.69531440e-02  2.75269765e-02
 -3.92455840e-03 -6.90288767e-02 -2.15827674e-02  2.93524694e-02
  1.27802957e-02 -8.57787207e-02  7.07145929e-02 -1.76325329e-02
  2.13823505e-02 -1.22964606e-01  2.51219515e-02 -5.60962409e-03
  1.62127446e-02 -5.17265201e-02  3.40260603e-02  4.78867777e-02
  1.68044344e-02 -7.02716708e-02  1.08011715e-01  7.41254091e-02
  2.27839500e-02 -8.64614267e-03  1.09345606e-02  6.82547083e-03
 -1.09966053e-02 -5.20742200e-02 -5.56382816e-03  9.12540928e-02
  1.20989354e-02  1.23788407e-02  1.36794252e-02 -3.96874733e-02
 -1.13133329e-03  8.05813149e-02 -3.89395170e-02  3.97314094e-02
 -1.82457585e-02  2.20743995e-02 -7.32558668e-02  6.16162568e-02
  7.17926249e-02  1.34507921e-02  1.43657171e-03  6.01627678e-02
  9.77306068e-03  6.45458291e-04  9.32408683e-03 -1.64322103e-08
 -2.32967804e-03 -4.21287492e-02 -1.93627663e-02  2.29557604e-02
 -6.95509464e-03 -6.54062331e-02 -4.73266281e-02 -5.81459180e-02
  1.06394505e-02 -6.28214628e-02 -5.14600473e-03  6.27785549e-03
 -1.47613147e-02 -1.00754155e-02  4.91807535e-02 -5.64029720e-03
  9.89851281e-02  1.02014750e-01 -1.21021476e-02  6.32918626e-02
  6.82448894e-02 -2.11837348e-02  4.95023988e-02 -2.40118708e-02
 -4.92945127e-02  9.13359374e-02  5.76813472e-03  5.54538369e-02
  1.29096257e-02 -8.84573460e-02 -1.51111605e-02  7.11148465e-03
 -4.12152112e-02  2.38214550e-03  2.40379069e-02  5.20754904e-02
  7.80656375e-03 -6.67444384e-03 -2.89843790e-02  1.96714569e-02
  1.05954765e-03 -4.72299866e-02  7.72530288e-02 -2.20544208e-02
 -2.61755241e-03  1.90328322e-02 -6.21618778e-02 -7.71985278e-02
  1.32484650e-02 -5.02930246e-02 -9.87735838e-02 -6.44519702e-02
 -4.84169982e-02 -7.12731481e-02  5.11046425e-02  5.29483929e-02
  1.62630044e-02 -1.03441656e-01 -5.86930141e-02 -6.24176227e-02
  3.42397057e-02  1.71320941e-02 -7.01085180e-02  4.79133241e-02]",0.23667145,"[[-0.70018   0.053196 -0.20213  ... -0.22181  -0.13495   0.22053 ]
 [-0.67433  -0.22641   0.35998  ... -0.14532  -0.56207   0.40299 ]
 [-0.27932  -0.23086  -0.019087 ... -0.15069  -0.36091   0.54341 ]
 ...
 [-0.67433  -0.22641   0.35998  ... -0.14532  -0.56207   0.40299 ]
 [-0.11585  -0.05561   0.32372  ... -0.22155  -0.30258  -0.26258 ]
 [-0.36134   0.11578   0.02098  ... -0.037528  0.45054  -0.55363 ]]",0.40910956,0.18562663,0.0,1,0.0,Canada,,Kanada,1.0
3,Aspiring Human Resources Professional,"Raleigh-Durham, North Carolina Area",44,aspire human resource professional,1,"[[-0.07910156  0.05908203  0.16210938 ... -0.26367188  0.04785156
  -0.00341797]
 [ 0.0559082   0.09228516  0.10791016 ... -0.07128906  0.16210938
   0.09130859]
 [-0.00946045 -0.19726562  0.19628906 ... -0.01367188  0.02026367
   0.06884766]
 [-0.23828125  0.00915527 -0.04345703 ...  0.02453613 -0.21484375
  -0.01672363]]","[-8.61571506e-02  3.96362171e-02 -8.47534910e-02  9.64731127e-02
 -2.40375716e-02 -8.87592416e-03  5.56876995e-02 -2.96070687e-02
 -1.78457387e-02  2.22958028e-02 -3.00582815e-02 -1.06157120e-02
 -6.78682104e-02  1.47238784e-02 -4.48940881e-02  5.86289354e-02
  3.19234580e-02 -5.32259569e-02  3.17791067e-02 -6.68358207e-02
 -2.51266640e-02  2.22286526e-02  1.16637787e-02 -4.56285290e-02
  9.13219352e-04 -5.36211692e-02  2.47615972e-03 -3.53175513e-02
  1.83213279e-02 -8.81350935e-02  3.21502425e-02 -4.14126366e-02
  7.98804685e-02  7.86506534e-02  6.33291602e-02  9.10765678e-02
  6.41913386e-03  5.13543598e-02  3.45068984e-02  4.39281352e-02
  6.57822646e-04 -7.65002817e-02 -4.09470499e-02 -1.58863068e-02
 -3.51496041e-02 -6.97136819e-02 -1.19400518e-02 -7.28032365e-02
  6.36346359e-03  4.80969772e-02 -4.84186858e-02 -6.95122182e-02
  2.39485689e-02 -9.11407173e-03 -8.26536641e-02  3.83808501e-02
  4.82100770e-02 -8.00321624e-03 -9.65642557e-02 -2.67883241e-02
 -7.12970132e-03 -4.16997485e-02 -6.51031658e-02  3.06385364e-02
  8.21362659e-02  3.89356050e-03 -6.02458343e-02  1.04161808e-02
 -2.68988479e-02 -8.72721225e-02 -5.04019409e-02 -8.46131071e-02
 -3.35300863e-02  5.25483638e-02  1.26531810e-01  2.05202624e-02
  1.57499667e-02 -1.59741994e-02  9.71187428e-02 -6.30779117e-02
  9.80581194e-02  2.38506240e-03 -1.38128482e-04  5.11864871e-02
 -2.52327267e-02  2.74260947e-03 -2.95180269e-03  1.94155611e-02
  4.61217575e-02  7.64217647e-03  1.13706263e-02  1.59200579e-02
  4.64053638e-02  2.55538039e-02  5.66484232e-04  7.47154467e-03
  2.37948410e-02  3.25557701e-02 -3.96474414e-02  3.62512693e-02
 -4.44140546e-02  3.92789282e-02  3.93245695e-03 -2.12570615e-02
 -2.01666951e-02 -8.05751327e-03 -8.71300977e-03  2.71785557e-02
  3.77853774e-02  1.97773930e-02 -6.14652410e-02  1.36241755e-02
 -1.08411625e-01  1.37593772e-03  6.72269985e-02  4.73237857e-02
 -9.85408798e-02  6.11427352e-02  2.61665247e-02 -3.50556970e-02
  3.61214131e-02  7.42877945e-02 -4.19493392e-02 -7.93204643e-03
  7.37398788e-02 -1.01552956e-01 -1.36229740e-02 -9.03914806e-35
  2.71699217e-04  7.83276185e-02  3.67309414e-02  3.54445018e-02
 -2.96439417e-03 -1.88746843e-02 -2.64904425e-02 -1.78728960e-02
  2.76205968e-03 -1.68740959e-03 -4.30761762e-02  1.32808179e-01
 -1.90705582e-02  6.77119754e-03 -5.80857024e-02  4.18134686e-03
 -3.55157591e-02  1.11342877e-01  2.41524801e-02  3.56729627e-02
  8.23574141e-03  4.37869690e-02 -6.28094673e-02  7.02032412e-04
  1.14987176e-02  5.05712768e-03  2.72250772e-02  5.44685200e-02
  7.63051212e-02  1.18871164e-02 -5.91872213e-03  4.15885914e-03
 -7.49796256e-02 -8.69053751e-02  6.43328428e-02  1.44669032e-02
 -6.41417727e-02 -5.74774062e-03  4.07893993e-02 -1.89364678e-03
 -7.83201829e-02  7.98501298e-02  1.32950127e-01 -1.37126492e-02
 -2.71939635e-02  6.67029526e-03  1.18181802e-01  1.15358010e-02
  2.98652928e-02  7.60910884e-02 -8.03489983e-02 -2.88847703e-02
  5.20776734e-02  4.41175140e-02  1.94791723e-02 -4.51216213e-02
  3.57613005e-02  9.36623812e-02  2.87534874e-02  1.81193706e-02
  6.96958825e-02  4.12521772e-02 -6.70778379e-02  2.29894351e-02
 -2.39744876e-02 -6.58148527e-02 -7.81049021e-03  2.57970300e-02
  6.99440837e-02  1.88623555e-02 -2.24655569e-02  5.88506013e-02
  1.26671672e-01 -1.41818104e-02 -1.32918581e-01 -7.97854364e-03
  1.04390122e-02 -3.62037425e-03 -3.74909900e-02  6.97590597e-03
 -2.00083647e-02  4.25456949e-02  1.93790253e-02 -1.74051300e-02
  5.43744527e-02  2.38966998e-02  5.67571707e-02 -5.18996269e-02
  4.68597636e-02  5.90874031e-02 -3.73258777e-02 -3.74659002e-02
  4.93718944e-05  7.28342012e-02 -4.02235724e-02 -1.16635727e-33
 -2.00278778e-02 -7.00629503e-02 -2.59526819e-02  6.11051880e-02
  9.88782048e-02  4.50587943e-02  8.63772854e-02  4.73070182e-02
 -8.88892934e-02 -1.55745903e-02  5.26435748e-02 -7.63631612e-03
 -1.82910252e-03  4.66454737e-02  6.26414269e-02 -4.75071650e-03
  3.74142895e-03 -1.76612753e-02 -2.51123309e-02  2.97274180e-02
  5.52487373e-02  7.21116215e-02 -6.14917316e-02  6.98798448e-02
  7.09337145e-02  6.81373989e-03  4.59484234e-02 -3.55197452e-02
 -7.62602240e-02  1.59889720e-02  4.13063578e-02  7.02961581e-03
  3.21353250e-03  4.10593338e-02 -5.80073223e-02 -3.80945615e-02
 -1.98130738e-02  1.37821687e-02 -2.58282758e-02  4.21898579e-03
  8.74292701e-02 -2.50593224e-03 -9.79965553e-02 -7.62715116e-02
  3.70162763e-02 -2.46339571e-02 -7.13319108e-02 -3.92244495e-02
 -4.33925763e-02 -4.13233787e-02 -1.99118350e-02 -7.62655586e-02
  5.44073153e-03 -1.00767203e-01 -4.75772060e-02 -1.27887782e-02
  3.26877683e-02 -8.37304443e-02  2.39956472e-02 -3.82134877e-02
 -1.87480799e-03  5.62673211e-02  2.23616567e-02  5.63967563e-02
 -2.02042256e-02 -6.98555335e-02  1.84708443e-02 -1.49730165e-02
 -1.30496323e-01  4.11775745e-02  3.55393300e-03 -3.56457266e-03
 -7.19166324e-02 -6.28875941e-02 -2.13392898e-02 -3.03590167e-02
 -2.18435545e-02 -4.39534001e-02 -3.74840349e-02 -1.64798573e-02
 -1.42935485e-01 -9.53072309e-02  1.26261404e-02  6.42146021e-02
  6.43989258e-03  1.38175860e-01 -5.14636338e-02 -7.38917477e-03
 -5.22145592e-02 -2.43125893e-02 -7.33192340e-02 -7.70547315e-02
 -6.42808750e-02  4.70458418e-02 -3.82062271e-02 -1.59793689e-08
 -1.40244374e-02  4.74765040e-02  6.53632283e-02 -4.34417464e-02
  4.88137230e-02 -2.22193133e-02 -6.43587336e-02 -2.67146453e-02
  3.55523564e-02  7.01492578e-02 -4.74523157e-02 -7.00857118e-02
  7.38608986e-02  1.99888628e-02  3.26198377e-02  1.65442880e-02
  1.77906286e-02  9.21391398e-02 -1.51963104e-02 -7.82684460e-02
  5.72310686e-02  2.41304692e-02 -4.73451763e-02  5.39690908e-03
  3.83863375e-02  2.71276180e-02 -8.24506655e-02  4.33782488e-02
 -1.86933018e-02  2.41530780e-02  3.10747251e-02  6.59708753e-02
  6.01290055e-02 -9.85503495e-02  7.47268796e-02 -6.21784590e-02
  7.06804618e-02 -4.27014530e-02 -2.93614678e-02  5.18050455e-02
 -4.07183506e-02  2.89486963e-02  4.38849032e-02  1.95130426e-02
  4.44745086e-02  4.39439667e-03  9.48524568e-03 -2.54570618e-02
 -3.20102014e-02 -1.60236806e-02  3.57119329e-02 -5.04089631e-02
 -2.44877581e-02  7.38294842e-03  8.02748557e-03  1.56593733e-02
  4.73615006e-02 -4.16923575e-02 -9.31286886e-02  7.35336402e-03
  6.64068088e-02 -1.12254739e-01 -1.05476165e-02  8.17336980e-03]",0.9032042,"[[ 0.042918   0.90274   -0.14664   ... -0.056846   0.13475   -0.25761  ]
 [ 0.16608    0.3167    -0.58249   ...  0.24013    0.088691   0.046489 ]
 [ 0.0048943 -0.025257   0.22763   ... -0.39735    0.13452   -0.1895   ]
 [ 0.019873   0.57459    0.46072   ... -0.081288   0.31029   -0.5332   ]]",0.92718184,0.84319663,0.0,2,0.0,United States,Raleigh-Durham,North Carolina Area,0.088
